16,184785400,22,4700,22,5200,22,
18,1103016300,21,5400,21,6300,21,
18,1002983100,21,5200,21,6500,21,
18,1639249800,21,5300,21,6200,21,
18,220091600,21,6200,21,7700,21,
18,559796800,19,5800,19,6800,19,
18,228493200,19,4800,19,6400,19,
18,767491700,21,5400,21,14600,21,
18,1342052000,23,5100,23,6400,23,
18,1285047600,21,5400,21,6800,21,
18,1766608000,23,5200,23,6400,23,
18,2208679500,21,5600,21,6600,21,
18,918686900,19,5400,19,21500,19,
18,1003004900,19,5600,19,6300,19,
18,1087726900,19,12100,19,6300,19,
18,954961000,21,5500,21,6200,21,
18,1392186300,23,5500,23,6400,23,
18,153146000,17,3800,17,5900,17,
18,2476435400,23,5200,23,6200,23,
18,1585367600,21,5500,21,6500,21,
18,778956800,21,5800,21,6400,21,
18,1088883400,19,5700,19,6300,19,
18,1373124300,23,5900,23,6300,23,
18,889323800,23,5400,23,6300,23,
18,1650849900,21,4800,21,6200,21,
18,287896600,23,4800,23,6200,23,
18,746140000,21,5900,21,6300,21,
18,829413300,21,4900,21,6300,21,
18,1604887400,21,5400,21,6300,21,
18,1134853500,19,5200,19,6200,19,
18,1630769400,23,5200,23,6100,23,
18,2400661100,23,5600,23,6200,23,
18,1823803500,21,5400,21,6500,21,
18,2055638200,23,6700,23,6300,23,
18,98121500,19,3900,19,5700,19,
18,2321301000,23,5300,23,9000,23,
18,1741703100,21,5900,21,6300,21,
18,1519463900,21,5600,21,6600,21,
18,1485989700,23,5500,23,6300,23,
18,1180117800,23,5200,23,6400,23,
18,1810771400,21,5400,21,6600,21,
18,170482400,17,4700,17,6700,17,
18,1209198900,21,5200,21,6400,21,
18,2422286200,23,5100,23,6300,23,
18,1152468600,19,5500,19,6400,19,
18,1860862000,21,5600,21,6100,21,
18,2067694600,23,5400,23,14900,23,
18,1173327300,21,5600,21,6400,21,
18,173428900,17,4700,17,6600,17,
18,242889400,21,4900,21,6300,21,
18,1820688900,23,5400,23,6500,23,
20,7113946500,22,6300,22,7300,22,
20,15338691500,24,5900,24,7300,24,
20,17793841900,26,6200,26,7300,26,
20,1138781200,22,6100,22,7300,22,
20,13538840000,24,7100,24,7600,24,
20,11814504200,26,35500,26,17900,26,
20,15293600600,26,24100,26,7400,26,
20,9420284000,24,6700,24,7900,24,
20,12508593600,22,5800,22,7400,22,
20,17054234700,24,5100,24,7600,24,
20,6375657800,20,5600,20,7700,20,
20,5311261200,22,5200,22,7400,22,
20,6218719200,24,5600,24,7400,24,
20,14607491400,24,5000,24,7300,24,
20,23044729800,24,5400,24,7500,24,
20,7992444400,24,5700,24,7400,24,
20,3020971700,22,5300,22,7500,22,
20,12509172500,26,5600,26,7600,26,
20,13316803000,24,5500,24,7500,24,
20,18149762200,22,5300,22,7400,22,
20,17809508200,28,5200,28,7300,28,
20,10676147500,24,6300,24,8400,24,
20,14328852800,24,5300,24,7600,24,
20,9853755400,24,5400,24,7800,24,
20,13224237200,24,5500,24,7600,24,
20,10056119400,24,5200,24,7400,24,
20,16462467300,24,5100,24,19200,24,
20,14223366200,24,5200,24,7300,24,
20,17873944100,24,5300,24,7200,24,
20,11134795300,22,5300,22,15700,22,
20,16092696800,24,5300,24,7300,24,
20,12874557500,26,5400,26,7300,26,
20,13764349800,20,5500,20,7400,20,
20,19924117100,26,6500,26,17400,26,
20,7509302900,22,5500,22,7400,22,
20,14537982300,24,5500,24,7900,24,
20,13778445900,24,5100,24,7500,24,
20,7309876400,22,5300,22,7400,22,
20,9456527400,26,5100,26,7200,26,
20,2929578400,20,5500,20,7300,20,
20,16570399700,26,5100,26,7400,26,
20,9003422100,22,5400,22,7400,22,
20,2347011500,22,4800,22,7400,22,
20,9591413300,22,5600,22,7500,22,
20,13801287300,22,4700,22,7300,22,
20,11785790800,24,5200,24,7300,24,
20,25140777900,28,5200,28,7400,28,
20,12702915700,24,5300,24,7400,24,
20,6958513200,24,5300,24,7400,24,
20,7046240100,22,5400,22,7800,22,
