10,1742300,13,40600,13,19700,13,
10,1243700,11,26900,11,13200,11,
10,1463700,11,29000,11,13300,11,
10,2180200,11,22700,11,14700,11,
10,1931900,13,35200,13,12900,13,
10,670400,13,6300,13,12500,13,
10,348200,13,3800,13,8300,13,
10,469300,13,3500,13,8100,13,
10,258400,11,5600,11,12400,11,
10,495500,11,8200,11,24800,11,
10,469600,13,6000,13,12700,13,
10,364400,13,5300,13,11200,13,
10,97000,9,4100,9,12000,9,
10,606600,13,6500,13,15100,13,
10,612400,11,5900,11,11200,11,
10,525600,11,5400,11,12800,11,
10,565300,13,8200,13,12600,13,
10,384000,11,6000,11,12300,11,
10,528800,13,6400,13,11700,13,
10,342900,11,6200,11,12300,11,
10,761900,15,6200,15,11900,15,
10,316300,11,5300,11,12100,11,
10,348300,13,6100,13,11600,13,
10,779800,15,9200,15,12000,15,
10,403000,13,6200,13,11500,13,
10,264900,13,5600,13,11600,13,
10,345700,13,6400,13,14800,13,
10,464700,15,5600,15,11400,15,
10,279900,11,5700,11,11400,11,
10,362600,13,9900,13,8000,13,
10,162800,11,3200,11,7800,11,
10,175900,13,3600,13,8100,13,
10,169900,13,3200,13,7800,13,
10,173300,11,3200,11,16800,11,
10,184400,13,3400,13,8100,13,
10,169200,11,3300,11,7900,11,
10,231000,15,20100,15,7800,15,
10,249500,13,3400,13,8000,13,
10,97800,11,3200,11,8000,11,
10,90000,11,4700,11,14700,11,
10,189800,11,6500,11,12000,11,
10,251400,11,3600,11,11000,11,
10,211700,11,11000,11,8400,11,
10,164200,13,3700,13,8200,13,
10,234300,15,3300,15,7700,15,
10,132800,11,3100,11,7600,11,
10,226900,13,3300,13,7900,13,
10,178600,13,3100,13,7600,13,
10,215000,13,3400,13,8100,13,
10,137300,11,4400,11,7800,11,
12,2255500,16,5300,16,11400,16,
12,2394600,16,5300,16,10900,16,
12,1177100,16,4600,16,13000,16,
12,1062900,14,7700,14,10600,14,
12,2387600,18,4700,18,10500,18,
12,2375000,18,4900,18,11000,18,
12,2803500,16,5800,16,25500,16,
12,1128200,14,5300,14,11100,14,
12,1304100,16,11400,16,11200,16,
12,978800,14,4700,14,10800,14,
12,2387700,18,5500,18,16100,18,
12,2448700,18,27900,18,11100,18,
12,1552200,16,19800,16,19700,16,
12,2241900,16,2800,16,11000,16,
12,1955900,16,2500,16,11000,16,
12,1391100,14,13200,14,10900,14,
12,1253000,12,2500,12,10500,12,
12,1533200,14,7800,14,10800,14,
12,2185400,16,2100,16,11900,16,
12,2362300,18,2000,18,10400,18,
12,877200,14,2000,14,10300,14,
12,1642700,16,2600,16,11300,16,
12,1487300,14,2000,14,12600,14,
12,1495600,14,2300,14,10600,14,
12,1797800,14,2400,14,10900,14,
12,3453500,16,4400,16,11200,16,
12,1352200,16,3000,16,16400,16,
12,980800,12,2900,12,11100,12,
12,1296900,14,2300,14,10300,14,
12,2280200,14,2700,14,10800,14,
12,2231800,16,2400,16,10800,16,
12,1922700,14,2800,14,13700,14,
12,1194300,16,2600,16,10900,16,
12,2563600,16,3200,16,11400,16,
12,2232100,14,2200,14,10900,14,
12,2363200,18,2300,18,10700,18,
12,1656700,16,2000,16,10400,16,
12,1817800,16,3100,16,16000,16,
12,2474000,18,2500,18,10600,18,
12,1706900,16,2400,16,11200,16,
12,2156200,16,2000,16,10300,16,
12,2255200,14,2600,14,12900,14,
12,2401900,18,2600,18,10700,18,
12,1563500,16,2100,16,10400,16,
12,1976300,14,2300,14,10200,14,
12,1604300,14,2200,14,11200,14,
12,573500,14,2200,14,9900,14,
12,2385200,16,2300,16,10700,16,
12,1301000,12,12800,12,10900,12,
12,2294100,16,2300,16,10300,16,
14,13541600,19,3700,19,14700,19,
14,18963100,19,4200,19,41400,19,
14,14675500,17,4000,17,4700,17,
14,12489300,17,4300,17,4900,17,
14,3312700,17,5500,17,4700,17,
14,28706400,19,4300,19,5000,19,
14,14092200,15,4800,15,5300,15,
14,17667100,15,7700,15,12700,15,
14,29041200,19,4800,19,5000,19,
14,16724700,17,4300,17,4400,17,
14,9913000,19,4400,19,4600,19,
14,20222400,19,7200,19,7800,19,
14,20603300,19,4300,19,4700,19,
14,17938200,17,4600,17,4600,17,
14,19809200,19,4300,19,5100,19,
14,17359800,17,3800,17,4200,17,
14,11440100,17,5200,17,5200,17,
14,18572700,15,6300,15,7400,15,
14,9867300,15,4900,15,5400,15,
14,22806700,19,4200,19,5000,19,
14,32480200,19,4600,19,4900,19,
14,16308900,17,7200,17,9200,17,
14,12177100,17,4100,17,4900,17,
14,25702600,19,4600,19,4800,19,
14,18170400,19,5800,19,7500,19,
14,32598400,17,4200,17,4700,17,
14,17023100,17,4400,17,4900,17,
14,27291500,19,8100,19,4700,19,
14,18663300,17,4800,17,9500,17,
14,21823100,19,4000,19,4500,19,
14,14093600,17,5100,17,5000,17,
14,20018500,19,4700,19,4700,19,
14,10776800,15,4100,15,4600,15,
14,3272100,17,3600,17,4300,17,
14,8026700,13,4100,13,4700,13,
14,24917700,21,4900,21,5200,21,
14,16047800,17,7500,17,8200,17,
14,30931600,21,4500,21,4600,21,
14,9414000,19,3300,19,4400,19,
14,10874600,17,4200,17,4600,17,
14,6787900,15,3100,15,4200,15,
14,10408600,17,4700,17,4500,17,
14,14909400,17,7500,17,7100,17,
14,15916500,15,4500,15,5200,15,
14,9554500,17,4300,17,5000,17,
14,21647400,15,6900,15,5700,15,
14,17838000,19,4700,19,4500,19,
14,24745300,19,5000,19,5000,19,
14,17055600,17,4700,17,4800,17,
14,2806800,15,3200,15,14800,15,
16,93939000,18,5200,18,5700,18,
16,126069300,20,6300,20,6000,20,
16,169474800,18,5300,18,5700,18,
16,89640600,18,5100,18,5700,18,
16,238182700,20,4700,20,5400,20,
16,191981800,22,5200,22,6000,22,
16,159241100,20,11900,20,11300,20,
16,23909100,20,7400,20,7100,20,
16,224119400,20,4600,20,5200,20,
16,110461700,20,4300,20,5100,20,
16,95353000,20,4800,20,14100,20,
16,181658400,20,4800,20,5400,20,
16,127217100,20,4300,20,5300,20,
16,194721300,20,4900,20,5400,20,
16,170623000,18,4000,18,5200,18,
16,128630100,18,4500,18,5400,18,
16,196217200,20,5200,20,5400,20,
16,211451500,20,4700,20,5400,20,
16,121026200,20,4000,20,4800,20,
16,83764300,18,4600,18,5200,18,
16,117087400,18,5000,18,5200,18,
16,203688000,18,4600,18,5400,18,
16,82319800,20,3500,20,4700,20,
16,166404000,20,5500,20,5200,20,
16,136323900,20,3700,20,5100,20,
16,177772600,20,4700,20,5300,20,
16,108255500,18,3600,18,5000,18,
16,147177800,20,5000,20,5500,20,
16,133213800,18,4000,18,5100,18,
16,134919600,20,4800,20,5400,20,
16,112732700,18,4600,18,5200,18,
16,127006100,18,7300,18,8800,18,
16,200388600,22,4800,22,5400,22,
16,105078800,20,4900,20,5300,20,
16,138042000,20,4400,20,5300,20,
16,168946600,22,4600,22,5200,22,
16,181183900,22,4400,22,5400,22,
16,88089000,18,4600,18,5200,18,
16,49586800,16,3800,16,4800,16,
16,165438700,20,4600,20,5200,20,
16,108881800,20,4600,20,5600,20,
16,160982000,20,4900,20,5200,20,
16,250195200,24,4300,24,5100,24,
16,116805800,20,3500,20,4900,20,
16,132517200,20,4800,20,5100,20,
16,167964600,20,4300,20,5400,20,
16,24795100,18,2800,18,4800,18,
16,249115100,24,4000,24,5100,24,
16,254531000,24,4800,24,5300,24,
